customer_id,customer_state,customer_city,cohort_month
0c75ebc304c00ed8bd8cab7877d2fdce,BA,feira de santana,
ae0b9f98daf46c11ab0050bb980ff2e8,PE,recife,2017-02
d85bb9d17e7c5a41ea4e363d731dd566,SP,guarulhos,2017-06
25cf3fcb7018e1c1a43ac4b66e99676c,SP,sao paulo,2017-03
6acd3edff6428b166cc07c074abeda0f,SP,santo andre,
acb2934ce8e8db1ce6fee8bc1be1eaac,RJ,niteroi,2017-04
02c613ade3b9edf0bda8c6cdda9df3bc,MG,belo horizonte,2017-01
fc3529d6c9369d1c1dd4fbe0a90fbbff,MS,interior,
bb2cce1b4e2cbedea60dceefdb88cdab,GO,goiania,2017-07
eb3effc2f18a0e8ef83853014b10d64c,MG,belo horizonte,2017-01
ee4fc1326ac159862da4bc6ac4561e6e,ES,vitoria,
7cfdd6876ea895c26b8cff603b39fa42,SP,guarulhos,2017-03
2ba0d7eff5f2ef0fd6f3becc04b3ac7e,DF,brasilia,2017-10
76cbd2e6fce825024cd7d7dde4422bb1,MG,belo horizonte,2017-03
0624f84fed6d7be9783f5abcfdb14f7b,AM,interior,2018-03
d55dfba3bd279aa863e6ae8b47bedc3d,RJ,rio de janeiro,2018-03
eecbbc74dd6bc3e6f6cda2a71ddc2f86,SP,campinas,2017-02
edd83dea6eebefaa82bba603cae30b4a,SP,guarulhos,
b7cdda08cc7bec2c7abdecdc4bff85ee,BA,salvador,2017-01
48fbe18bce7bd04abc774baa9ad15608,SP,campinas,2018-05
c5039bf17150be572ae7fb72df47acc9,SP,santos,2017-05
db724362d73e1556ce3acd8b4e354fed,SP,guarulhos,2017-02
ac5dfa3a1badbece0fec01158d1bbdfb,MG,belo horizonte,
171b3d00bbaeee6b6a93b7ebff1ac7b1,PR,londrina,2017-03
5cda5adceb1bb2ea9ca0eaedbdff0349,SP,santo andre,2017-09
53c1b3ba680efefb7bdb53deb5ae62df,SP,campinas,
a0be0da0ca9eafe2abb0b6ea5fcfd38d,RS,caxias do sul,2017-09
1cbcfb3019bdea5272c85d5c6f5838ec,RJ,niteroi,2017-04
b6011a714aa4e313ec82ebd167f11ed5,MG,uberlandia,2017-06
561feebd573ec7fd52bfe5daa3db9244,SP,santo andre,2017-11
c441e1be1ecf9e3ccbc8eadc546fbd9f,SP,santos,
0a8fbeeecc1abcc48ed2d8a8ef2155cd,SP,santo andre,2018-03
2503ec7cc0ebc3dcb7d640abb6ef8aba,MT,interior,2017-07
fe44fbdfafa2ffd94bb55a82e2acf343,DF,brasilia,2018-02
aeebdbacbac3944d98abfbea66fc6a6f,RN,interior,2017-02
1845cdf82b9aefb003bfbdafbaf1cfef,RS,porto alegre,2017-06
6b4db3f8bade9dac3ea068adc6dccadc,ES,vitoria,2018-08
bd5ac2e03c6cbe70e3a03ef5ccad086d,RJ,niteroi,2017-02
62cf2332edac1054afa2ce2f6db2fa63,RJ,niteroi,2017-10
ebda5edeca26eabff16e0e6fbbb8e83d,MG,belo horizonte,2017-02
57c2b5a6da0e0cdbfcccecfe3fb70082,AL,interior,2017-06
655f4bb0e99b42f3a173e87bf51b77d8,SP,guarulhos,
e4b3d7bad3eddc94cd7e0fdfbef19ccb,PR,londrina,2017-06
c0edcafcc58a94dff4edb8aafe2c9c98,CE,fortaleza,2017-01
1a45a11ab98f86f07cff9ae76fbe1e2c,SP,sao paulo,2018-03
edaa3b48915f9fafd9038eefb5efb795,GO,goiania,
1bb8884fcd9c1c0be978ce05ba288df2,SP,santos,2017-11
aaf76c55bbab0c9befdd2167ee36a854,GO,goiania,
4c5489b3d7621e984dabe9358b7ade18,SP,campinas,
14583b9f01d074af03f7b03dcbedebc4,CE,fortaleza,2018-08
896dab5c8bed315c0bfabe5bb02a91ba,MG,belo horizonte,2017-01
e8e95bdefa0bbfebc7ff5bc8452cc5c2,RJ,rio de janeiro,2017-04
3adaeaa75a88d9b432ef6c1dacbddf2e,SP,sao paulo,2018-04
22cedafeb15d9a24fd41b3aaad2bcccf,SP,santo andre,2017-08
e96a9c1ff4d261cba44bfecbd66c1f06,SP,campinas,2017-08
736abcefe9e5ede9ae911ccee8f8b7dd,MS,interior,2017-03
a5baca78c32ec5abba0edbb01dedefde,SP,sao paulo,
f532fc90fbff2c4cfb4c47be5da9ecb3,PR,londrina,2018-07
fdb0cf6d2e0a2caca74806b6f7d3c544,DF,brasilia,2017-04
5ffaee04c5ccc2cd8280fcd5c0ebdf7b,GO,goiania,2018-01
e1e2a6ea945ebb5ccf0accc9baffeaa2,MA,interior,
ff0cff38fb09adaca112d39ebf93fe7b,BA,salvador,2017-02
10b63cff0e1df2bb82f1de7e633c11fd,MG,contagem,
f7dbadfa6ddd1454afa0bbcdc79e8ccf,CE,fortaleza,2017-05
dfb0acc82dd1b5f719f266a59d83ad7c,MS,interior,2017-03
b1eadafecc5ce9acc1bd0947ca8887e0,RJ,rio de janeiro,2017-02
a2d7cb9958b1459ea65ace74a7ad05bd,RJ,nova iguacu,2017-06
9ff5fce272dfcbb15c1dd4a92f7f1bdc,SP,sao paulo,
1a269a5a04a19b30f4a8d502fbcba35e,RJ,niteroi,2017-02
04fe11c5e469f313da9e67adae25e1f1,SP,campinas,
369ec7c5a953a85e3ba21fcc66ecc4c5,BA,feira de santana,2017-01
f7c7becefb6cfd2dbcf810294bab0f5c,PA,interior,2017-01
5fbd2bc3235ea1cadb1a433dd4fe8fd4,RS,caxias do sul,2017-12
4dbbfab1afe6ee6b394ba3bb3a4a5cbc,SP,sao paulo,2017-08
5df1df72c978a8ec0aca7ee45d58ae80,SP,sao paulo,2018-05
a0d96f85ddc69ecdacf10dbc4c7b5e82,SP,guarulhos,2017-07
ebd3dbedc90b0a4300babcee1f5a2d08,MG,uberlandia,
fcdb6a0eefceec8de5f1f71abf6247b3,RN,interior,2017-05
ebf40aa3d685542c24bc2379b3ee5fde,SP,santos,2018-03
bbc4f0f998e0ec8dc6c2d9deff26fb8e,SP,santos,2017-03
5ecfab525d16a5d3edfbc2bacdb1f104,SP,santos,2018-03
bfeff781f7deca5b16759eaa10c7e1e4,MG,contagem,2017-04
0de07d51cc46dde880b9fd93e77dd2ef,CE,fortaleza,2017-11
c6ebdd92fd7ae0ac52edf00abf3910fb,RS,caxias do sul,2017-01
97f7389b2f082bd33bf66cbd4f16b06a,SP,santos,2017-01
50bf37d2feb72e4e6441d6bc9ac5ddcb,RS,caxias do sul,2017-10
34dc1abd1bedd4a3518ce19beafe2cdd,ES,vitoria,2017-03
218bdbde283e106ed3c9dd82cb2801cc,SP,santos,
b0e7f2af1e0dd3cbfbbe2f247bad1d21,SP,santos,2018-06
cfebad4ab96c65b787410299cf6ea91b,RJ,rio de janeiro,2017-03
4fadf2da6d2a601cec2eec1c09afddce,MT,interior,2017-04
c3efeabf1aee83a5898e8ca2146d6868,BA,feira de santana,2018-01
2eeeb51efaf1a370dff9cc46bccbc43b,MG,uberlandia,2017-08
c09efef31f3b2d9e0caa2945c3c3a929,SP,santos,
5fcccde4bd521e2b10afb3a8e4cc4afd,RS,caxias do sul,2018-03
5f5f88bfdc362f79d1eb0c197daffecf,RJ,rio de janeiro,2017-05
a8009688de60bfc6cfef07f5cddc2c28,SP,santos,2017-09
e0de7ae86defefc4ebaaf33b9056a186,SP,campinas,2017-12
f0c79aaca03cb1cfd07381c8bfae9de1,MA,interior,2017-06
c8590d8e7fcdfdd7b49da019b6c4b3ef,SP,guarulhos,2017-09
927d8f4fa68fdacabdffac2fe06df704,RJ,nova iguacu,
3caa3ab77d0446c9de1eebf0d44ebcf5,MG,contagem,2017-03
892b8d338fce51b3f6b2a8f9a2a63172,RJ,nova iguacu,2017-07
ad5384b1043bf624e6c13f25538331df,RJ,rio de janeiro,2017-10
13efb5bdaa5015fefe2f9c433dbd70fb,RJ,nova iguacu,2017-11
2ddce45ae6d7dc4db2ab1dbc3c14ca2e,SP,santos,2017-12
665ec1b89be645f3d55d4697c6efdd37,MG,contagem,2017-01
33267ddadbbea6f58af9deddb9becc08,RS,caxias do sul,2017-08
2b8a0cbfeac40d6fa1ce727fd14f737d,SP,sao paulo,2017-01
6fb58af2fa69cf6ff1bbe8df1f12a38f,RJ,rio de janeiro,2017-04
ba7c5dbd583153c6a1ee2d71168e007d,PE,recife,2017-03
4b2904bd4a85ef603241b063c1dc2cec,SP,sao paulo,2017-12
cdfa867b0f512578f685ad4babcb44ac,DF,brasilia,2018-01
6ec2fd122cf0f1bfb859fab4c495d4cb,BA,feira de santana,2017-01
3bb52e39421bd9af4b2e7efcfdfad512,RJ,nova iguacu,
63eed0ff8adb3ddff9cbb1c66fec32a9,GO,goiania,
953d2ee8f979db2cc07cf75a5af4d4ad,RS,caxias do sul,2017-06
4deaf2c14badcbb5df242e4542e193c6,RS,caxias do sul,2017-01
17a82f440560ba63e05eddddd594eadd,PR,curitiba,
5214fbde18dd0b1a7f35ecafe7bfcbed,SP,santos,
86cc9c0f42435cfae4ab9ea81ac4bbb0,RJ,niteroi,
9708c0ed0b87336ce3dac5bf6f11837c,MG,belo horizonte,2017-03
bdacd54cba3b091a797419dfa2a960fa,SC,joinville,
0f91bac632a5fdfdac37cb76643edfb7,SP,santos,
da13e9171c2ab20baefae7d58ea4862c,SC,florianopolis,2018-04
a00ee34cbc618dae5c5feeefecb971bd,SP,guarulhos,2017-01
a8eb1c3ecd2b8b7eee98de45ea45acce,RS,caxias do sul,2018-04
c02b87c362459633e8fcfa714565e9aa,PE,recife,2017-03
7bfd3e243e0f9addccb1da8e3d4e2e5a,SP,santos,2018-08
2c7330d99bf2ba875442bcc904094859,PB,interior,2017-01
fa42f24900424ae3bf0b7db8beb1f3bb,SP,guarulhos,2017-11
9ac8ffadc7bbabadf93ec4fdbcbafeb2,SP,santo andre,2017-06
03fe1eaddf2ebed7918c5334ae875e1a,MG,belo horizonte,2017-02
5cdd9d840c6e94ed3bf0ce1baa9dfdf1,SC,joinville,2018-01
bffcd2686501e4c74f42e7c03bbeb487,PR,londrina,2017-12
eec8da19c6f2d0add2ed2dbfcaa5f2d0,SP,sao paulo,2017-06
1bca8d32d720cefc758a3c55a6eb2cfd,RJ,nova iguacu,2018-05
f346fd0f70ebcfb039f0a365a0c9eaea,SP,santos,2018-01
fea1f1b6ee6d74f5cfeeba1c3cbfbb6c,SP,campinas,2017-02
dd1ce9abd35ab6daf82f4e7c45b4fc1a,MG,contagem,2017-04
65d4a67adcaa1dbcef8d4ccff652eaca,PR,londrina,2017-08
3b6bd4e281f5ced739ebb065a1cecca5,RJ,nova iguacu,2017-04
5effcfd9be63b2a4aa6db3ade5aea5ab,BA,salvador,2017-05
eacec3cbc14ca7edd49b7c660bad2bb3,DF,brasilia,2017-10
d99d4bef595e30d7611accaebe992cac,RJ,nova iguacu,2018-03
db0d173db2fcc9457aa407ba50df839a,SP,santos,2017-01
c878916ecc5a730e8469b4ebb1d6ca16,SP,campinas,2017-01
dedfe9ccf6ddf833acebdefc8beb3bab,RJ,rio de janeiro,2017-07
e9dbe87d898a0ddeadd6e5eec74cd48f,RJ,rio de janeiro,
afb6b39dd943eb1c5876cd4afe142afa,SC,florianopolis,2017-12
e1dbfd4afb8cddbf780c17be71f0782c,SP,santos,2017-03
efab3dcb40ed27905a24ae04bda141fe,SP,campinas,2017-06
812fda05efe5ae5df2cc9ecbcaca64e6,RJ,niteroi,2017-02
f7ed5b3d55e29d3c42dde9ea2da0f7c1,SP,campinas,2017-04
2ad5011a37002407be00930f784b993b,SP,santo andre,2017-02
78e16162ccf6f8f4e2e5f4d0bdacb940,PA,interior,2017-03
d0a1cfdc5d4f8356af798a9cd771aaec,RJ,niteroi,2018-03
bd34eebcbde1bef66d6fc5f3f339e9d5,ES,vitoria,2017-08
f6b2a094dc59fa94ca297ed81f2fd3e3,AL,interior,2018-07
71e8edcf715b76fbe3f4c35cff999ee6,PE,recife,
cbd3bec4132bbdaab94dff189b8f8ee6,CE,fortaleza,2017-05
9b7adb4bac0caf004cc21bf3a9b5cdaf,RJ,niteroi,2017-02
4b1caadb0c4fe040edb7a85ebb2edabf,SP,santos,2017-07
feaf4d3546efa0da6eecdb398dc98eaa,RJ,nova iguacu,2017-06
1f614c0747e07b84f7d6471eef9b4fb8,RJ,nova iguacu,2018-07
bc1aa54b6ba65e671eca7cfdfdb2138b,MG,uberlandia,2017-09
070f8a8cd5ea5b4c7d7d2fea5fdcbba8,MG,belo horizonte,2017-11
f9ce70be4eb0f9fcfb71fedf41b7e12d,SP,guarulhos,2017-03
be19ada6cdfe4cc80660fa09aa87acbc,SP,santo andre,2017-04
d55ddc2a766b91ebaa7ec131cd4ffb01,GO,goiania,2017-03
dac836be8eaaa47377a5f2c2da7cd2c0,AL,interior,
ab4f98b356f7e9f6bdcbbddca7fd267f,PE,recife,2018-03
f2514ef5480bf3ae41ca9c935c725028,SP,sao paulo,2017-07
af1cbcaf2c8bfcb93faa6a67894dbadf,SP,guarulhos,2017-09
7564dc5b92a54c849df071cdbce439e9,MG,contagem,2017-12
5cac4aca2a6bbeac231fe7bcc3f6e1e4,SP,sao paulo,2017-10
ec928e9de18f157ceabebb527daab67b,MG,contagem,2017-08
faa08fbcd4e5364dbbae77b8af3bd241,SP,santos,2017-01
0d4d75dded5cfe616f8fb2794da1ea7a,SP,santo andre,2017-09
a100c685bd2a9bf7a3d32630f2a13fe7,MT,interior,2017-02
d55adbfaeded4548f16710c82fbc66ab,RJ,nova iguacu,2017-04
9671fd8d79fd5c5e2cc5c5d0a4dbba5d,PR,londrina,2017-01
73b0dfdd81ac5a4a02a34b0726b799f2,SP,campinas,2017-09
58bed074c49cb4c82fdcfaf1a7c262f4,DF,brasilia,2017-01
cbd2b9ddbdd946adeb424626f2c59d5b,SP,santo andre,
6055daf82bc905ec2e3dc203fe160e99,SP,campinas,2017-07
ac2dac9d3ed9a4bfed56a0d3fce0fdad,PR,londrina,2017-04
5684dce8cce6d088e6c1aacff03be6f2,SP,campinas,
f3ecccbbf9abfccbedf472bef6be0fa6,SP,campinas,2017-08
ec81fbf753352d1d68ffbf3edc154cee,SP,campinas,2017-03
f96ca55b2a7decaf81d3beed3c218fb1,RJ,rio de janeiro,2017-06
9dd0f02afd024e5f4ff549c8b8fdc18f,SP,guarulhos,2017-02
4cce7ebe4c1dce536d01e3ab0f9ce2d9,BA,salvador,2017-03
c1b47138ff1e49dc29fc9328171f61f0,SP,santos,2017-07
67e54bb0f70c33adfdd330bcbeddacb5,GO,goiania,2017-01
852f7fb09cb68c0af2c7dca57e50fbfe,SP,santo andre,2017-10
bf8d8e763a12b41ffbdf0fe76977dc34,MG,uberlandia,2017-03
7cb86678c692f6b5c210f803be9aaac1,SP,santo andre,2017-06
7af92721d7a3014beaae7e1cd541448c,SP,guarulhos,2018-03
acb9394bce16aa95a9966c8fece90064,DF,brasilia,2017-08
2c1fd74f2ff0ef9d97a8cce5a8d6bbde,SP,sao paulo,2017-06
4fce197f8bbfcadaf80fcfebde40e2d8,SC,florianopolis,2017-02
6cd90eccdeabd1518eab305decdcdaa6,SP,campinas,2017-04
cc37e41bcf5df80b48eab9e1ca1faf85,SP,santos,2017-04
ddbb7bd1dbe3baffcbe4b5ac999187e1,RJ,niteroi,2018-05
92cc5aaa751b599c2a2a5c043b7d9d22,ES,vitoria,2017-08
7aafc14c9fe7cddf1dd8b51beed21eab,RS,porto alegre,2017-02
3fbe20f0ccefa1ba8f3ef852eab1b4d7,AM,interior,2018-02
2a8d9ee4bb0efeea74bbcf6d25ccbafb,RJ,nova iguacu,
88dba6a0adf36e5dc9dc8186f7c0d7e7,PA,interior,2018-06
12d5be23ad8e0997cca3f1a588fb8d3b,SP,campinas,2017-02
4be7b96b83adab2ce8cf9c5e8caad5ea,SC,florianopolis,2017-04
7c8936d7edaa3ca3bc79a77197c55fdd,SP,santo andre,
ed2cedfb2bebe5e5e8df6cb71a94feed,SP,sao paulo,2017-12
9083f1dd6e80edbd001000b3ef4e2dbc,SP,campinas,2017-09
748eebc4c0b9b619d367c6ecdda1eef9,SP,santos,2018-04
479109edf8ce75ad5060f7cc7ef0facc,BA,salvador,2017-02
85da9c64c35a020bf7ef64b9bc9cb9b0,BA,feira de santana,
eb8f6276bfaab00a0172e72db466cabb,SP,santo andre,2017-07
9bbabccd14e283fca3a4ce84b2faff5f,SP,santos,2017-01
ed3f9114a1dc334efc6fe7ee39f0c9b9,SP,santos,
fd68a8709ec526370baf16c5fccdf9f8,RJ,nova iguacu,2017-07
9940cd9dfee78fcccc7cade358bdcb7e,SP,guarulhos,2017-07
addcfd4c230ba8f6517227eee2ea6e2a,RJ,nova iguacu,
debdea77b2fdc4a62c2ee30f868fa1d0,SP,guarulhos,2017-06
67c4f25beafaca2eb2b86dbbea459b4f,RS,caxias do sul,2017-03
3b7d17afe7b49ae08bb6d83bb44cc9ae,BA,salvador,2017-01
e0ffec84bcaffcdc16c815fcfa8b18ad,PA,interior,2018-02
7baa7f3f0faeb0d5ec6bb6dfe493ac1e,GO,goiania,2017-05
7bfff12cd18a82159fa56f9d6deeddb0,SP,guarulhos,2017-04
fd5f45ca39f9de9cae12bab1f1ae98cc,SP,santos,2017-03
c58f6eedbfff132becd837551dbf3042,SP,santos,
805cfb3990d30aacd0b56ec0d3f9dda3,RS,caxias do sul,2018-04
d8efc695c72c29e1484eae1e4afdd7a5,SP,santo andre,2017-02
c2af060340e5cf100cc2c1ecd2f0cbea,BA,salvador,2017-12
afee75d4536d8635540d0a4fef91909e,SC,florianopolis,2017-05
7aefc27dc3f86cb22c8b485decafdfcc,RJ,nova iguacu,2018-03
fcf39e44fecdfbcb7bb6ef77fd0527d7,MG,contagem,
ffafd29bbaed7ece2faef0b72cab0c0f,SC,florianopolis,2017-10
8d77fdb7a5a6108e7ded5ba84fc067ed,SC,florianopolis,2017-06
d9030f4c3d73dfbbf230cdd1fedf4039,SP,campinas,2017-07
bae9d9d54246f505132b7a4f62c292a1,SP,santos,2017-09
ebe3debebfabfc0ae3dc1d1c3a603049,RJ,niteroi,2017-01
7bc397cdaefa3a9deef7145ba1dac8eb,MG,contagem,2017-06
8cec02fd532db75edf6c89daa68baa7f,RJ,nova iguacu,
ce4b3db4582eacdd0a7022ffcf992ddb,CE,fortaleza,2017-07
baaf0e922157b2acb3eddccdcdbafdbc,SP,santo andre,2017-06
addfa2d4cb8eeaa2ca94b66fd1cfc6c5,PR,curitiba,2017-09
fafed1f94f74a2d29b3af03cca90447b,MG,uberlandia,2017-01
25ef2f7d0ffe47ec1da74dda919bb42a,BA,salvador,2017-01
0cd74d69b09eee41a9cc3f1efdecc720,PB,interior,2017-11
4b3bccb9f3d851fbf706cae7d6a78eeb,PA,interior,2017-04
b9ddca1323bd6ba5a6c6cf5ecbf3fc4e,AM,interior,2017-09
4015aee2dcae965f36ad2b878310ad70,RS,porto alegre,2017-06
b8c3bd591ef46035ee2e1213e5b96898,RJ,rio de janeiro,
09dee4d59ddd2fa00c69afb5cc36feaa,SP,santo andre,2017-02
ffaedabbdaf1e505dabea24022adf67a,RJ,nova iguacu,2017-10
aa1bab69ec95ff726afbde7ae21efd2e,SP,santos,2017-05
fc0c60128aea14eebd03570cdee0ef3c,BA,feira de santana,2017-02
9a34a8cc57d7fcdc0c59cd89efd1cddc,RN,interior,2017-12
fddc7ff6bd3cadabb2bcddcda1b3ddbd,PE,recife,
bfb475252ec3da543db72e54b6400709,BA,feira de santana,
a1723f32cd2ae01317fcf9e5cd5f2ccc,SP,guarulhos,2017-01
58c24cb5fc2569af0c47adc4415ed3f2,RS,porto alegre,2017-07
baadfadfaf560eaa7df230bbdf4fd71a,DF,brasilia,2017-03
766b43fdd2133b4a30cbf6ea8bec78db,SP,guarulhos,2018-02
cdecc8fef894093b6f518c3a6b7adef6,PR,curitiba,2017-04
61b9cbace1ae9acb0f8ab3cadf6bad9b,RJ,nova iguacu,
6ddbeaf8ec77ac74d3cfbaeed06f5fec,SP,santo andre,2018-06
05f337606f0affce90d00ed537eb90d8,ES,vitoria,2017-02
fc3e00a8df2eced4aae66bd93fec18ba,SP,sao paulo,2017-04
cfb9ba252f635bd31760a6eda530b7d3,MT,interior,2017-06
73aaafc0bd7cfdb16f8e0a64ea1ad62a,SP,santo andre,2017-05
b4fc2d8d776d1ececea52f44d5ef9cf1,SP,campinas,2017-06
b9ea71d134dba597dac434701773dbdc,ES,vitoria,2017-07
8c046fcf8c9bbedfcb980c14c5ccaee1,PE,recife,2017-02
d31a577e6da9eea852d3b661b7d2dc7b,SP,sao paulo,2017-01
26a79025e0ac8eece2a66ef45f071eb6,BA,salvador,2017-06
e6c1d8cdc4aecacfaa5db6edec16a49e,SP,sao paulo,2018-05
7a8f8d253e53c19bff575632d3ceacd4,SP,guarulhos,
15e8e90bcd56f8ccc583f7a3b7f766db,PB,interior,2017-06
ad8c6fdf03fc50c6b2a44dcac6c48f4a,RS,caxias do sul,2017-03
cec8ebf6fbe0fd8bfb5d6dfaf200dbae,SC,joinville,2017-03
cb9613852be51eb05eb37894bea6c3b9,RJ,rio de janeiro,2017-06
8daba6c7f44c0ff5b9c9f4ed2f7d1bde,RJ,niteroi,2017-10
fae7f2ec2adec97fa4a03ea7a25fcc48,SP,santo andre,
4e26e4d9eadfcf8ac3bbcb6acf14e1f7,PE,recife,2017-04
cfcad19caa6d122fc6dabc2268eec9bb,SP,guarulhos,2017-04
2ff408dd26fb04fefb8eedef94a242d3,MG,belo horizonte,
da28819fa92eac253ebfcd2f968df024,RN,interior,2017-11
913fcfdee87dc763cb8292e1f8dacf4e,CE,fortaleza,2017-07
9f52048b8401afacf3d9f2e424d2d0e3,SP,guarulhos,
b541f5b6bf2304fafefbb1faababdab4,SP,campinas,2017-09
de75b470aca77cbfaa4dee0aa1add222,SP,santo andre,2017-09
bcaf57ab9d72daf749cbbdceccfc09c0,SP,campinas,2017-03
d3d49ff283c3c53bd2d1d8614b81e01e,AM,interior,2017-03
ef0a1af62fdc73ce4c97df73a9fecf3e,SP,santos,
ec2f9323f5bd1933a0b400ff43ce6d6e,DF,brasilia,2017-02
5b192eb3e78c0b211ebfac64bad4ffcf,MG,uberlandia,2018-01
e042a7d277d9f3e823beb9aa4512dffa,RS,caxias do sul,
9dccfdf1b302d5e9be0be5adb9feda17,PE,recife,2017-03
42c589b938da3c3ab8feec01ad4b03fc,MG,uberlandia,
44250d6caf1d41b63c7ecac48d80cf6f,PR,curitiba,2017-05
54ca0e64a2fe9cdecad2afe61fb54aee,SP,guarulhos,2017-01
1b3dd395898e0cd9fb6812aa6cbfeb27,RJ,nova iguacu,2017-01
efc2c28f8f3ccc854fd1eb385bbe1efd,BA,feira de santana,
8cee0e13418c3b8c778c30cbe98dffcb,SP,sao paulo,2017-09
a8dfd5b18c528a2d044d83b9a1fbc0e6,SP,santo andre,2018-05
02b4921cd5f2c56f10ec7c89b95b167f,GO,goiania,
160864fcde8fe04fd7cc9c5bdbbfa7ee,PR,curitiba,2018-04
0e2acfa3bd17a6dfeeaceee0adab0632,GO,goiania,2017-06
a260db98d57cebb3fc4e0fac30ea0ef5,SC,joinville,2017-06
960cc8849c54efce7bb9ba4fa9c647da,SP,santos,2017-11
a3f524fbdddb31dfc42d6868692da2e4,PR,curitiba,2017-09
f4d10c8cd070a36ea355b7b1aa55fded,CE,fortaleza,2017-03
222cba5ec5282a4b92c84a009efe35b0,MG,belo horizonte,2017-01
e89e88a3decf3e6d697a80fbecddcff7,SP,sao paulo,2017-09
ed53fb4fe4e06facb4bc01ea6d1a8af8,RS,caxias do sul,2018-01
75c7459cb90c1e188c944b9aa1f3bb52,RS,caxias do sul,2018-05
4fe73c111a8b8dcdf29ddd9ac79dae8c,SP,santo andre,2017-09
ac5af6deedd02aa5cee3d29aff108ca6,PR,curitiba,2017-09
2ec209c73a5f3a18e4bb6dbfaed57aa9,PR,londrina,2017-08
bbf9538c1977d43da1c2db7e6482edff,SP,santo andre,
a68a2dc24edddbada36c2ffb9a74fb9f,RJ,niteroi,
bc55cfa282f4e8defabd9116a21d2fbe,SP,guarulhos,
dc44fab5eefb9d7ce286baf0abdda9e3,RJ,nova iguacu,2017-10
a14e3ff9fcc5bb5fc6ded0ebaac4baff,SC,florianopolis,2017-06
4b337c7a0abe14fc5b2a7fffc9dfa35b,DF,brasilia,2017-11
79e23a02ee9af92da6aacb36bd3a53bb,MG,uberlandia,2018-01
2266b4eecb57fc1bba05da7bc3695e31,RJ,rio de janeiro,
f322095a958fb653f6f5290cb4c334aa,RJ,nova iguacu,2017-09
34c1c0ffc7ce6d8e16fde077aca683d2,PA,interior,2017-09
ba23a12c6d09c9c5ed680cdc6eb23dab,RJ,nova iguacu,
1ef86f9ef0dc5dae571d7c777c231c6f,MG,belo horizonte,2018-04
1d13ed6f7a2aa525b4d7758db4ffbb6f,SC,joinville,
cce47fb4d538dd4cbdf6dfdfd2337695,MG,belo horizonte,2017-01
10dab2ffc68a0a0cd812e52184ddff78,RJ,niteroi,2017-12
56cc459ccbfe2e96bcdf19b77d9c5a2a,RJ,nova iguacu,2017-07
abbe9c3f6cbdeebbb7befcbc8d39bebe,RJ,rio de janeiro,2018-04
8a8eeb7c5b4ac608d5a3829a23cfcc71,RJ,niteroi,2017-03
b3bf6be9bb68f5e708de9de6ba2ace0a,SP,guarulhos,2017-01
0ad2ada21258bcabe2b338eabc35a395,SP,sao paulo,2017-02
a3ceb7fc7aec203b669e76dbc8b0f465,SP,santos,
0d6a0c0185d318fb5ef0829a7ce66773,BA,salvador,2017-01
afe75e0d4dedfd8c06f267cfa1ece6b5,SC,joinville,2018-05
bfaeaf28af6b46caab36abb4b0ace2d4,MG,belo horizonte,2017-04
2a54f532a63f58507f1cbf32114dc3fc,SP,santos,2017-01
fdffc6e7dca1adfb3d3a41b5d47052cf,SP,santo andre,
33ea3cebebbcd7e7fc963edffd9ed30e,RS,porto alegre,2017-04
22bb5ebe73973e555fb0d9b3acaca395,RS,porto alegre,2018-01
fb9a7eca16b8dec59d82ba0f9fe5ac1a,RJ,rio de janeiro,2017-09
130afd86c4fd7bb20bcceffaf7bb545f,SP,sao paulo,2017-01
58ce7a97fd2d6495a665ca37efbcefb4,CE,fortaleza,2017-01
1b2fb18afc6e9d348ce09a4f3c58aebe,SC,joinville,2018-06
366ddfab30bb44fd7fda9fecebeb5db8,GO,goiania,2017-05
960ac1d0f04cfb44ebceef19aacfa29d,SP,campinas,
cbc1a59bd9d2bffbfa8335d91ac2b748,SP,sao paulo,
48a2761b43f74be2e29554db03fbc925,SP,guarulhos,
fddd5ee9d6c7c2d1e244f91e9a83acd5,MG,uberlandia,2017-01
a4e320faac19f16c8cd0fda41abaccde,AM,interior,2018-06
7cfeb0748c9e55c331ebdc99bcb5e53b,MG,uberlandia,2018-08
fd247567de8f4eff1bc1acbdaeabea98,ES,vitoria,2017-04
02dbe423662bd5b3fa7ff77dfd6afd92,PA,interior,2017-07
965e4d003df1ad50dde846ba0f268cfa,MG,contagem,
faf5f83e48dfe72ccaadca8db1ddafd7,GO,goiania,2017-04
ef1d3f7e3bb1ae880a2de4ba9f7a054d,RJ,nova iguacu,2018-04
7a6f846ffc07d4c6eb0ed67b9b1f7ab5,AM,interior,
1a209f5049cff1afc4d81fd4dfee3f60,CE,fortaleza,2018-06
bd09b8f1de256ae51eb5e127b4dfed91,BA,salvador,2017-04
a1979d5efc4cc5cced45c4ccc1ebadea,SP,sao paulo,2017-04
85cbdc654ac31aebcbadcaff6f0fcfbd,MG,uberlandia,2017-05
fdda5be0de8cfadac82ceeebf7ebf0ea,MG,contagem,2017-08
acbad31debbcbe2928de764fa1ccff5a,RS,caxias do sul,2017-05
c09082f74d34ca53cafcea49dcdbebf4,SC,florianopolis,2017-03
a16fe769eaebf33908413ac9998ba049,SP,santo andre,2017-04
